1.72852,0.821289,-0.320801,-0.0288086,0,84.3943,18.482,-6.31787,-11.0615,379.916,83.066,-20.7466,-4.62793,-0.266113,0.910645,0,0,0.0239258,0,56.7432,0,70.009,0,427.145,-10.8794,20.4104,429.45,1.31396,0,-0.425293,-4.68701,33.0801,-0.0327148,0,-0.743652,5.09518,0.429688,-13.5122,0,5.18884,490.845,-0.0322266,-2.41455,-4.63916,-0.160645,0,-6.67578,0,0,0,0.280273,20.6406,0.238281,26.7266,-10.709,-7.37384,21.8182,0,0,1.26318
0,0.638184,-0.0532227,13.3162,0,0,133.991,302.639,0,0,0,0,10.416,0,0,0,8.85776,-0.469238,-1.18997,0,19.147,10.7181,0,15.8901,-3.33838,1.10352,-0.37207,0,18.7447,0,-0.205566,0,0,0,0.42041,-0.82666,-9.9375,-1.05078,0.0136719,0.229492,0,27.0406,0,-0.0273438,0,11.3529,0,21.7118,-0.074707,0.23877,8.68594,0.429688,0.833984,0.910156,6.1152,2.36768,0.0078125,5.10468,-13.3437,-1.15186
11.6051,0.396973,-0.324219,-0.0288086,0,16.213,-2.57617,-1.40137,-11.1001,450.415,184.891,-18.8669,-0.92041,-0.498047,0.914551,0,0,-0.458008,0,54.8054,0,71.7903,0,411.248,-8.66748,22.0012,451.27,1.10352,0,0.0351562,-8.23047,33.5003,-0.0341797,0,-0.759277,5.06009,0.429688,-15.8765,0,13.4227,465.938,-0.0458984,-3.29834,-2.05469,-0.180176,0,-9.22314,0,0,0,-5.72461,20.3186,0.210938,26.6376,-9.62109,13.4626,21.6501,0,0,14.9889
43.1781,0,30.1853,19.3307,0,0,-0.438965,61.4824,-5.10986,0,17.7364,3.51465,60.3538,0,6.15637,0,0.125488,-1.43311,-0.83252,5.15405,0,-16.562,28.4061,0,9.43649,20.1587,-0.00146484,-16.0685,-0.0205078,-35.4159,7.03848,5.40173,0,29.0946,0.372559,17.2479,0,-9.05078,13.6071,-3.88184,0,15.9444,-6.97021,0,0.125,-1.43359,0,-9.021,20.616,21.1068,19.9762,-18.1288,32.7405,53.829,69.2983,77.0177,529.606,367.158,44.8829,470.102
0,0,-4.48486,21.1814,0,1.10352,17.3739,8.97803,20.2432,28.546,-0.00927734,52.8577,-19.7559,159.592,1.08301,57.889,5.68063,0,-3.92627,0,3.18604,20.6053,11.7092,12.3975,60.9573,20.0991,-3.79346,-0.0166016,12.4346,-13.5078,0,3.99908,0,0,1.10352,0,1.66113,0,1.4082,38.8335,37.1597,19.8286,31.657,-0.027832,0,0,0.741211,-2.24512,14.6715,33.3153,42.5756,172.62,55.8727,62.9441,60.4774,69.4189,84.0879,382.315,468.856,881.521
21.6682,36.8365,0,0,22.1065,0,-10.8057,-1.81348,21.2337,-23.808,0,30.102,0,8.18408,-26.6018,28.6738,72.1453,0,38.5791,232.247,0,-1.59863,8.82925,0,38.9585,9.50101,8.23541,7.30652,9.22992,0,206.53,1.10352,5.72476,9.84538,444.344,1.10352,11.6962,99.138,43.4936,396.086,19.4874,18.3563,-2.7876,0,6.05185,12.8534,21.9205,59.1063,57.6904,61.8017,62.9187,56.8824,61.075,70.1926,95.2106,132.441,176.212,411.994,477.032,428.679
65.6451,8.07236,-2.97852,49.1952,353.707,8.83337,335.757,8.92413,0,-8.37793,11.6991,34.165,30.2564,0.117676,-4.64551,237.475,469.106,8.22717,0,0,-0.229004,0,0,10.0431,-1.41357,0.743652,34.2229,2.98535,31.083,2.98828,9.66298,0,-17.3261,-0.0483398,10.3139,20.3153,18.0521,-26.1797,12.5332,26.8689,23.4847,-1.00439,24.1649,14.476,0,0,292.645,-0.222656,73.4182,575.689,90.3369,168.594,129.056,449.694,67.5907,395.714,300.035,740.366,45.8266,473.665
86.6645,17.3276,61.8984,1.10352,245.749,30.4929,159.495,30.8555,0.750977,-0.0419922,47.5315,2.6391,11.3587,26.5423,57.1635,163.681,60.8203,529.059,61.446,0,14.4422,-5.70752,7.30158,1.81396,14.303,0.588379,136.338,8.15356,42.1432,26.6258,48.282,-4.78418,-5.65674,14.2415,11.6689,8.47864,-14.6859,-14.5771,54.4385,0,158.66,61.6113,416.516,0.00878906,49.6197,48.1025,0,-2.49603,111.705,35.6928,178.934,331.403,287.518,467.103,392.594,174.428,181.036,480.237,628.244,405.34
0,761.274,167.435,476.805,216.298,142.204,4.811,0,6.78384,0,0,834.058,10.7352,-1.36676,0,9.03244,-0.000488281,27.3361,111.504,53.7579,0,29.3613,0,513.462,4.01447,-0.000488281,10.8371,35.0971,59.1613,134.436,52.315,304.432,204.886,56.3447,129.636,0.0825195,455.916,527.454,59.4008,50.0647,0,0,0,6.35425,164.041,139.891,30.1886,3.6167,300.444,511.48,312.396,495.607,358.639,359.832,644.885,149.288,211.664,476.649,642.812,550.895
0,57.1056,219.957,459.593,-0.000488281,55.0576,15.9902,88.9082,57.1006,6.98248,10.2336,-0.00195312,-0.0146484,0,1.65088,16.7282,9.33395,50.6157,-12.8545,3.68457,-19.4165,518.277,-0.765625,48.7915,484.28,-18.9521,99.7264,11.6525,479.364,463.004,31.1825,18.0923,6.24463,-8.604,136.522,168.218,11.7517,42.7585,248.459,86.4344,10.2697,457.248,9.276,-6.67725,4.21722,4.8421,27.093,23.821,751.157,603.253,200.023,482.478,198.23,301.804,491.09,83.6184,150.777,73.1694,505.728,142.169
-0.00244141,74.6282,16.316,77.3039,475.811,-19.4932,0.00146484,0,842.724,511.024,0,-0.000488281,9.86619,14.7973,153.903,-5.10693,0.00146484,18.7021,50.8492,136.633,0,-0.000488281,1.64062,3.61816,-0.000488281,-11.856,228.547,203.578,15.6283,1.6123,4.86151,1.64355,1.65186,16.182,466.031,232.783,481.301,-19.3589,479.878,541.198,159.786,249.069,372.052,479.473,0,23.8121,108.538,226.772,117.936,465.459,235.174,119.622,450.084,494.18,84.8857,823.413,195.936,118.025,627.855,705.212
10.8328,50.4966,449.044,71.1113,538.338,249.894,15.3678,1.66895,22.1132,1.62646,78.1883,460.345,6.93826,0,448.55,119.181,998.844,39.0098,532.721,487.788,252.376,494.178,148.724,436.659,90.2965,217.121,1.67578,303.699,145.449,-18.4751,-0.000488281,429.489,449.469,0,166.43,54.6455,48.5641,429.569,84.9546,97.6872,225.679,0,47.9781,82.4389,449.457,83.1841,541.078,343.782,447.981,149.21,476.427,470.218,376.091,500.907,363.658,264.63,499.665,376.027,668.494,299.951
4.64355,1.6333,314.438,111.778,60.6805,28.0601,66.357,-0.0146484,523.461,461.834,148.249,54.8832,0.0126953,54.9083,55.0296,133.984,13.562,38.0987,55.798,159.437,0,425.884,217.683,320.321,1.33301,27.6903,4.55716,21.2304,45.3824,28.6363,27.2266,60.0759,0,0.00439453,28.6483,0,32.2534,118.027,118.17,494.533,10.1258,-3.02686,31.0745,0,227.323,240.398,898.345,88.9465,454.907,509.372,86.9102,223.923,455.019,468.537,217.625,171.963,483.881,444.723,692.119,955.454
830.52,500.802,354.883,-0.000488281,987.886,155.797,84.2914,231.284,45.3296,14.6589,8.34979,-2.21899,450.681,474.495,20.3887,34.3279,24.8123,0,491.801,106.196,-0.000488281,57.226,471.381,41.501,450.861,465.708,584.801,155.022,247.128,267.799,202.561,475.284,103.625,70.7193,114.158,168.198,481.937,-0.000488281,493.644,1.75977,170.228,449.863,20.1879,492.979,11.5682,459.731,449.343,67.9403,464.125,462.497,126.708,473.984,470.902,468.95,240.903,159.608,452.962,334.697,991.855,865.954
457.292,459.485,11.738,450.093,0,450.116,376.595,0.00244141,174.042,81.1446,117.784,157.754,-0.000488281,241.142,435.819,18.7366,6.78891,1.6001,15.9999,489.776,64.5589,522.712,180.994,0,148.465,365.444,148.041,84.8869,62.866,489.046,105.99,24.1369,156.141,89.2415,128.669,383.708,77.0178,769.328,-0.0126953,430.733,-0.000488281,485.51,18.6792,0,491.098,66.1993,47.1502,29.4853,478.902,141.517,174.401,458.818,143.867,495.224,456.522,313.094,251.473,878.486,494.447,714.23
-33.7194,30.8617,107.906,503.9,451.936,742.6,796.696,89.3055,63.0064,430.145,0,95.3595,492.973,228.152,442.569,74.4756,441.591,0,130.729,0,449.299,477.67,442.732,472.483,447.051,145.511,484.792,483.287,102.213,447.971,3.61572,15.6168,459.72,506.203,100.778,41.0833,0,49.7904,0,39.044,466.097,816.23,47.4764,0,274.384,15.4819,428.284,66.7308,117.931,457.413,192.183,477.579,490.873,481.818,512.1,477.737,483.882,957.394,460.661,723.815
814.039,961.521,14.7491,0,480.761,658.542,487.047,450.522,2.81494,473.66,808.386,442.614,77.0986,0,170.374,84.6165,492.176,59.9307,294.516,156.852,837.852,135.154,549.989,941.391,449.351,706.654,447.265,3.61816,479.668,543.386,375.939,108.046,485.211,477.718,98.3361,128.972,4.2128,120.788,122.606,28.9334,950.268,462.484,77.0907,509.53,865.538,478.278,229.207,339.179,485.993,476.747,534.761,486.247,493.318,894.005,503.505,951.402,465.837,953.74,744.597,738.716
528.323,452.094,420.179,512.384,979.723,140.466,827.122,792.238,490.946,914.808,547.61,807.064,481.058,967.578,7.74207,0,243.911,10.1374,732.145,776.386,833.766,479.832,479.842,0,957.494,833.282,933.244,79.5232,943.344,480.523,909.583,818.591,90.5672,953.108,459.303,577.692,519.401,501.098,28.8705,236.215,968.281,792.098,777.833,504.921,704.241,829.352,573.705,282.098,752.093,814.997,841.516,946.203,442.103,786.66,902.594,707.167,794.096,875.269,839.144,152.242
442.699,992.026,711.095,447.727,633.334,501.521,847.743,917.579,984.128,826.767,818.869,841.011,710.148,650.393,830.625,709.718,708.843,804.944,640.135,469.765,792.904,1048.92,838.895,709.858,1002.81,700.719,660.869,466.293,713.177,164.928,706.123,563.543,703.803,985.665,450.108,971.576,619.739,957.096,149.391,829.55,512.15,680.107,777.433,599.417,0,43.9525,435.451,436.734,909.541,522.032,880.799,797.342,861.546,861.004,701.862,659.944,935.607,961.746,837.472,538.363
926.986,662.888,935.354,616.431,807.192,502.284,776.396,-17.0372,494.359,821.217,900.926,852.497,643.333,616.479,717.69,913.599,631.291,524.201,478.409,66.2466,734.671,996.151,935.514,843.988,802.719,423.533,842.92,818.81,681.863,728.807,62.7577,480.482,520.314,471.641,531.095,658.471,474.721,647.55,511.159,536.872,832.602,944.383,780.703,457.252,685.875,515.066,472.257,215.42,558.419,949.0,443.561,880.719,991.523,527.746,484.209,977.073,563.37,644.675,926.695,957.608
715.254,73.1563,803.674,88.7636,798.321,59.0296,745.913,881.225,820.285,98.3642,482.728,41.4625,486.174,910.09,727.76,429.065,497.916,70.3458,480.978,988.533,269.712,484.196,97.4521,970.894,967.099,782.837,947.967,941.324,467.855,563.747,785.835,252.721,481.645,476.233,589.07,937.762,458.059,447.136,547.333,677.583,915.848,531.202,881.988,800.172,448.385,509.579,694.488,848.402,812.613,705.035,797.006,658.562,964.619,485.407,831.302,949.346,639.403,832.925
847.903,933.357,696.165,969.173,813.014,917.641,994.645,710.918,799.29,920.164,541.9,485.448,460.058,706.976,658.892,657.056,227.28,442.658,23.2362,441.166,457.855,80.1439,983.903,964.599,593.29,52.9653,23.067,905.864,737.35,459.577,803.625,982.377,517.259,82.7715,256.63,481.02,490.726,58.7629,656.878,942.898,747.879,968.674,723.195,988.682,954.54,932.451,147.558,480.033,477.603,706.157,929.874,731.561,657.263,929.106,157.432,547.612,827.471,690.4,984.286
