1,0.0,0.610957024210998,-0.03627472222222223,0.333299,-0.03593682964307744,3.33351,3.45052,3.84781,4.71133,6.65978,9.72975,12.8496,19.1289,37.9754,200.0,77.0418,38.5279,25.8178,19.5252,13.3475,9.43377,7.7006,6.90282,6.6665,19.9867,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,20.0039,10.5394,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.5501,30.1731
1,0.0,-0.06919287240000001,-0.03627472222222223,0.333299,-0.03593682964307744,3.33351,3.45052,3.84781,4.71133,6.65978,9.72975,12.8496,19.1289,37.9754,200.0,77.0418,38.5279,25.8178,19.5252,13.3475,9.43377,7.7006,6.90282,6.6665,19.9867,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,20.0039,10.5394,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.5501,30.1731
1,0.0,-0.07052606840000002,-0.03627472222222223,0.333299,-0.03593682964307744,3.33351,3.45052,3.84781,4.71133,6.65978,9.72975,12.8496,19.1289,37.9754,200.0,77.0418,38.5279,25.8178,19.5252,13.3475,9.43377,7.7006,6.90282,6.6665,19.9867,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,20.0039,10.5394,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.5501,30.1731
1,0.0,-0.07185926440000001,-0.03627472222222223,0.333299,-0.03593682964307744,3.33351,3.45052,3.84781,4.71133,6.65978,9.72975,12.8496,19.1289,37.9754,200.0,77.0418,38.5279,25.8178,19.5252,13.3475,9.43377,7.7006,6.90282,6.6665,19.9867,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,20.0039,10.5394,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.5501,30.1731
1,0.0,-0.0731924604,-0.03627472222222223,0.333299,-0.03593682964307744,3.33351,3.45052,3.84781,4.71133,6.65978,9.72975,12.8496,19.1289,37.9754,200.0,77.0418,38.5279,25.8178,19.5252,13.3475,9.43377,7.7006,6.90282,6.6665,19.9867,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,20.0039,10.5394,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.5501,30.1731
1,0.0,-0.0745256564,-0.03627472222222223,0.333299,-0.03593682964307744,3.33351,3.45052,3.84781,4.71133,6.65978,9.72975,12.8496,19.1289,37.9754,200.0,77.0418,38.5279,25.8178,19.5252,13.3475,9.43377,7.7006,6.90282,6.6665,19.9867,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,20.0039,10.5394,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.5501,30.1731
1,0.0,-0.07585885240000001,-0.03627472222222223,0.333299,-0.03593682964307744,3.33351,3.45052,3.84781,4.71133,6.65978,9.72975,12.8496,19.1289,37.9754,200.0,77.0418,38.5279,25.8178,19.5252,13.3475,9.43377,7.7006,6.90282,6.6665,19.9867,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,20.0039,10.5394,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.5501,30.1731
1,0.0,-0.07719204840000002,-0.03627472222222223,0.333299,-0.03593682964307744,3.33351,3.45052,3.84781,4.71133,6.65978,9.72975,12.8496,19.1289,37.9754,200.0,77.0418,38.5279,25.8178,19.5252,13.3475,9.43377,7.7006,6.90282,6.6665,19.9867,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,20.0039,10.5394,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.5501,30.1731
1,0.0,-0.07852524440000003,-0.03627472222222223,0.333299,-0.03593682964307744,3.33351,3.45052,3.84781,4.71133,6.65978,9.72975,12.8496,19.1289,37.9754,200.0,77.0418,38.5279,25.8178,19.5252,13.3475,9.43377,7.7006,6.90282,6.6665,19.9867,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,20.0039,10.5394,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.5501,30.1731
1,0.0,-0.07985844040000001,-0.03627472222222223,0.333299,-0.03593682964307744,3.33351,3.45052,3.84781,4.71133,6.65978,9.72975,12.8496,19.1289,37.9754,200.0,77.0418,38.5279,25.8178,19.5252,13.3475,9.43377,7.7006,6.90282,6.6665,19.9867,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,20.0039,10.5394,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.5501,30.1731
